Date,Region,Product,Salesperson,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Gross_Profit,Gross_Margin,Sales_Target
2025-02-24,Abuja,Product B,Salesperson 1,Retail,204,22000,0.015,4420680.0,2579837.6232689717,1840842.3767310283,0.41641611171381515,4511802.8915211
2025-02-24,Lagos,Product C,Salesperson 7,Retail,211,30000,0.052,6000840.0,4412319.178704571,1588520.821295429,0.26471640991851625,6531170.087480194
2025-02-25,Kano,Product B,Salesperson 8,Corporate,453,22000,0.128,8690352.0,6733927.354623653,1956424.645376347,0.22512605305013503,9103396.657788528
2025-02-25,Abuja,Product E,Salesperson 4,Corporate,354,60000,0.049,20199240.0,13795936.511976939,6403303.488023061,0.3170071491810118,20769275.69497887
2025-02-27,Port Harcourt,Product D,Salesperson 8,Corporate,371,45000,0.057,15743385.0,10460840.11228045,5282544.887719549,0.33554060246379985,16188692.5544504
2025-02-27,Abuja,Product E,Salesperson 4,Retail,219,60000,0.032,12719520.0,8557144.14695151,4162375.8530484904,0.3272431548555677,13440219.715689395
2025-02-27,Port Harcourt,Product C,Salesperson 3,Retail,186,30000,0.073,5172660.0,3887498.347288641,1285161.6527113589,0.24845275983949436,5566811.3074318785
2025-02-27,Kano,Product E,Salesperson 8,SME,285,60000,0.028,16621200.0,10638141.136917686,5983058.863082314,0.35996551771727153,17000782.874793883
2025-02-28,Port Harcourt,Product A,Salesperson 1,Corporate,154,15000,0.005,2298450.0,1458507.5362718485,839942.4637281515,0.36543864940640497,2151865.5808712426
2025-02-28,Kano,Product B,Salesperson 2,Corporate,414,22000,0.013,8989596.0,6857361.523963603,2132234.476036397,0.2371891324188981,8704359.37837068
2025-02-28,Port Harcourt,Product C,Salesperson 2,SME,284,30000,0.136,7361280.0,5146733.552868063,2214546.4471319374,0.3008371434223311,6996344.475229128
2025-02-28,Port Harcourt,Product A,Salesperson 4,Corporate,110,15000,0.031,1598850.0,1238103.5301011659,360746.4698988341,0.22562871432519255,1795221.822164962
2025-03-01,Port Harcourt,Product B,Salesperson 7,SME,69,22000,0.056,1432992.0,888816.4006107373,544175.5993892627,0.3797478278938492,1407590.740931002
2025-03-02,Abuja,Product A,Salesperson 8,SME,91,15000,0.034,1318590.0,738385.809711438,580204.190288562,0.44001864892693104,1389346.4686548377
2025-03-02,Ibadan,Product D,Salesperson 7,SME,132,45000,0.002,5928120.0,4242754.010932896,1685365.9890671037,0.28430024848807106,5409437.393141667
2025-03-02,Kano,Product C,Salesperson 3,SME,31,30000,0.059,875130.0,534856.7331361733,340273.26686382666,0.3888259651295541,849869.5060668462
2025-03-03,Kano,Product D,Salesperson 1,Corporate,301,45000,0.136,11702880.0,9009866.308375578,2693013.6916244216,0.23011546658808957,11285020.290409388
2025-03-03,Kano,Product B,Salesperson 3,Corporate,391,22000,0.007,8541786.0,5341522.572204058,3200263.427795942,0.37465975239791094,8758312.755328711
2025-03-03,Lagos,Product E,Salesperson 4,Retail,172,60000,0.134,8937120.0,5728358.666484593,3208761.3335154066,0.3590375124777788,10172712.981803639
2025-03-04,Ibadan,Product D,Salesperson 5,Corporate,35,45000,0.081,1447425.0,1041375.783646554,406049.216353446,0.2805321286791689,1532099.6401942715
2025-03-04,Port Harcourt,Product E,Salesperson 7,SME,364,60000,0.047,20813520.0,13428945.406193707,7384574.593806293,0.3547970066479045,22630629.612490676
2025-03-04,Kano,Product B,Salesperson 8,Retail,448,22000,0.134,8535296.0,5830244.158645922,2705051.8413540777,0.31692536982362157,9063863.568805186
2025-03-04,Ibadan,Product E,Salesperson 2,Retail,203,60000,0.1,10962000.0,7280198.324858767,3681801.675141233,0.3358695197173174,10481727.479625048
2025-03-05,Port Harcourt,Product E,Salesperson 7,Retail,57,60000,0.036,3296880.0,2029792.6366404798,1267087.3633595202,0.3843292335054719,3041917.506591167
2025-03-06,Port Harcourt,Product D,Salesperson 2,SME,99,45000,0.004,4437180.0,3289328.6526033846,1147851.3473966154,0.25868938095741334,4594352.485466494
2025-03-06,Lagos,Product C,Salesperson 2,Corporate,95,30000,0.142,2445300.0,1885680.6880968772,559619.3119031228,0.2288550737754561,2386313.3270911113
2025-03-07,Lagos,Product E,Salesperson 7,Corporate,62,60000,0.063,3485640.0,2707881.825124802,777758.1748751979,0.22313210052535487,3754451.0345659694
2025-03-08,Kano,Product C,Salesperson 8,Corporate,79,30000,0.059,2230170.0,1335191.3137991803,894978.6862008197,0.40130514095374775,2274238.5637944383
2025-03-10,Abuja,Product C,Salesperson 4,Retail,113,30000,0.122,2976420.0,1992283.376441329,984136.623558671,0.33064440621910585,2847615.995409954
2025-03-10,Lagos,Product E,Salesperson 1,SME,456,60000,0.078,25225920.0,15463499.56106367,9762420.43893633,0.3869995797551221,22791503.393219654
2025-03-10,Lagos,Product E,Salesperson 4,SME,372,60000,0.001,22297680.0,15245242.854707342,7052437.145292658,0.3162856918429477,22122758.33769951
2025-03-10,Port Harcourt,Product E,Salesperson 3,Retail,61,60000,0.072,3396480.0,2074764.7236691865,1321715.2763308135,0.38914266426736316,3485686.6793656093
2025-03-10,Ibadan,Product B,Salesperson 3,SME,251,22000,0.096,4991888.0,3384172.449515121,1607715.550484879,0.3220656293740723,5714790.588947348
2025-03-11,Lagos,Product C,Salesperson 1,SME,486,30000,0.148,12422160.0,8858767.60187729,3563392.3981227092,0.2868577121951987,12832436.410576168
2025-03-13,Kano,Product E,Salesperson 5,Corporate,94,60000,0.14,4850400.0,3000213.8540858547,1850186.1459141453,0.38145021975798804,5174461.0792006655
2025-03-13,Kano,Product B,Salesperson 5,SME,465,22000,0.062,9595740.0,7105165.2581781475,2490574.7418218525,0.25955004427192196,9421521.376112636
2025-03-13,Abuja,Product A,Salesperson 5,Retail,187,15000,0.144,2401080.0,1449486.7163742196,951593.2836257804,0.39631885802463074,2721189.832058782
2025-03-14,Port Harcourt,Product D,Salesperson 1,Retail,42,45000,0.135,1634850.0,1175890.6143670545,458959.38563294546,0.2807348598543875,1845409.0087123772
2025-03-14,Port Harcourt,Product D,Salesperson 5,SME,358,45000,0.06,15143400.0,9038414.013873033,6104985.986126967,0.4031449995461367,13663154.094055664
2025-03-14,Lagos,Product D,Salesperson 7,Corporate,143,45000,0.133,5579145.0,3550935.1327110636,2028209.8672889364,0.36353417365724255,5858384.759899708
2025-03-15,Kano,Product A,Salesperson 2,SME,47,15000,0.012,696540.0,392354.9118730098,304185.0881269902,0.4367087146854311,628143.2454714924
2025-03-16,Abuja,Product D,Salesperson 5,Retail,122,45000,0.112,4875120.0,3261185.117060797,1613934.8829392032,0.33105541667470817,4819379.975839684
2025-03-16,Kano,Product E,Salesperson 5,Corporate,197,60000,0.106,10567080.0,7029653.776737084,3537426.2232629163,0.3347591031072838,11998851.795603972
2025-03-16,Abuja,Product D,Salesperson 8,Corporate,420,45000,0.068,17614800.0,10544051.426735077,7070748.573264923,0.4014095291042148,20109096.61733874
2025-03-16,Kano,Product E,Salesperson 3,Corporate,362,60000,0.123,19048440.0,13102538.350298846,5945901.649701154,0.31214638310019893,19744178.59458055
2025-03-16,Abuja,Product E,Salesperson 6,SME,319,60000,0.034,18489240.0,13968860.333398608,4520379.6666013915,0.24448704579535943,18954867.964019388
2025-03-16,Kano,Product E,Salesperson 8,Retail,414,60000,0.011,24566760.0,13644269.79598543,10922490.20401457,0.44460442500413444,28082966.469935667
2025-03-17,Port Harcourt,Product C,Salesperson 4,SME,412,30000,0.075,11433000.0,6874417.113003383,4558582.886996617,0.39872149803171664,10777204.200437132
2025-03-17,Abuja,Product E,Salesperson 5,Retail,428,60000,0.012,25371840.0,18646910.16072424,6724929.839275759,0.26505487340593975,23100887.32365351
2025-03-19,Kano,Product B,Salesperson 7,Retail,213,22000,0.104,4198656.0,3173618.5713309892,1025037.4286690108,0.24413465372467064,4726401.917400722
2025-03-19,Port Harcourt,Product A,Salesperson 8,SME,11,15000,0.073,152955.0,109887.3348047261,43067.665195273905,0.28157082276011836,140911.46177421755
2025-03-19,Ibadan,Product A,Salesperson 6,Retail,233,15000,0.149,2974245.0,1886861.924193284,1087383.075806716,0.3655996986820911,3090283.1872266317
2025-03-19,Abuja,Product A,Salesperson 2,Corporate,190,15000,0.016,2804400.0,1705080.4044572108,1099319.5955427892,0.391998144181568,2696765.66240425
2025-03-19,Abuja,Product A,Salesperson 2,Retail,232,15000,0.124,3048480.0,1827859.9058911342,1220620.0941088658,0.4004028545730547,2963630.3625950217
2025-03-20,Kano,Product B,Salesperson 8,SME,42,22000,0.13,803880.0,450931.77066951286,352948.22933048714,0.4390558657143941,813514.9875800946
2025-03-21,Kano,Product C,Salesperson 2,SME,455,30000,0.068,12721800.0,9727292.348724576,2994507.6512754243,0.23538395913120977,13001973.029159741
2025-03-22,Abuja,Product B,Salesperson 1,SME,241,22000,0.062,4973276.0,3248303.1887794062,1724972.8112205938,0.3468483975593942,4883940.024330814
2025-03-22,Abuja,Product B,Salesperson 2,Corporate,220,22000,0.036,4665760.0,3549089.152929592,1116670.847070408,0.2393331090905679,5089118.089851025
2025-03-22,Ibadan,Product C,Salesperson 4,SME,176,30000,0.091,4799520.0,3263233.999790999,1536286.000209001,0.3200915925361288,5402940.865274705
2025-03-22,Ibadan,Product E,Salesperson 7,Retail,213,60000,0.074,11834280.0,7892676.296695775,3941603.7033042246,0.3330666253717357,11331324.43889612
2025-03-23,Ibadan,Product A,Salesperson 6,Corporate,176,15000,0.021,2584560.0,1747035.2868393122,837524.7131606878,0.3240492436471538,2539034.354155121
2025-03-23,Kano,Product E,Salesperson 7,SME,279,60000,0.018,16438680.0,10913029.242724016,5525650.757275984,0.33613713249944543,18235592.108808696
2025-03-24,Kano,Product A,Salesperson 7,SME,453,15000,0.064,6360120.0,4569280.853249969,1790839.146750031,0.28157316949208994,6986142.5185212605
2025-03-25,Kano,Product C,Salesperson 3,Corporate,441,30000,0.006,13150620.0,8926287.473627,4224332.526373001,0.3212268719172937,11911525.360101024
2025-03-25,Lagos,Product A,Salesperson 5,Corporate,74,15000,0.03,1076700.0,626453.2056064432,450246.7943935568,0.41817293061535876,1183286.0978331906
2025-03-25,Abuja,Product D,Salesperson 1,Retail,37,45000,0.119,1466865.0,812968.5850175244,653896.4149824756,0.4457781833927973,1641496.511232538
2025-03-25,Port Harcourt,Product A,Salesperson 2,Retail,335,15000,0.122,4411950.0,2887366.336984965,1524583.663015035,0.34555778352316663,4644143.388579101
2025-03-25,Kano,Product D,Salesperson 3,SME,224,45000,0.124,8830080.0,5185340.77333456,3644739.22666544,0.4127640096879575,9292566.747909568
2025-03-25,Port Harcourt,Product E,Salesperson 1,Retail,280,60000,0.056,15859200.0,9204635.414288718,6654564.585711282,0.4196027911692445,17332063.231674146
2025-03-26,Port Harcourt,Product E,Salesperson 7,Corporate,448,60000,0.025,26208000.0,19245212.309467457,6962787.690532543,0.2656741334910158,25871900.816643193
2025-03-26,Port Harcourt,Product C,Salesperson 6,Corporate,152,30000,0.038,4386720.0,3292963.5184422866,1093756.4815577134,0.24933355253075495,4208309.5798463235
2025-03-27,Lagos,Product C,Salesperson 5,SME,344,30000,0.073,9566640.0,6710091.713991484,2856548.2860085163,0.29859472981198376,9330405.572610632
2025-03-27,Lagos,Product E,Salesperson 5,SME,434,60000,0.012,25727520.0,16526849.930018092,9200670.069981908,0.35761978107419246,23317954.36650961
2025-03-27,Ibadan,Product C,Salesperson 2,SME,475,30000,0.019,13979250.0,7697050.479003771,6282199.520996229,0.44939460421669464,15295536.439918373
2025-03-27,Kano,Product A,Salesperson 8,Corporate,132,15000,0.124,1734480.0,1213305.6415702333,521174.3584297667,0.3004787362378158,1921013.456109481
2025-03-27,Abuja,Product C,Salesperson 4,Retail,355,30000,0.013,10511550.0,6623254.569587679,3888295.4304123214,0.3699069528673051,11427096.42952913
2025-03-28,Ibadan,Product B,Salesperson 4,SME,61,22000,0.057,1265506.0,777565.92386644,487940.07613356004,0.38556915268166253,1250809.9490721785
2025-03-28,Port Harcourt,Product B,Salesperson 5,Retail,148,22000,0.089,2966216.0,1840722.965592034,1125493.034407966,0.37943731488467664,2929986.408307166
2025-03-29,Ibadan,Product E,Salesperson 7,SME,481,60000,0.144,24704160.0,14229915.833497416,10474244.166502584,0.42398705993252084,23311981.67272059
2025-03-29,Port Harcourt,Product B,Salesperson 3,Corporate,162,22000,0.142,3057912.0,2277083.781632721,780828.218367279,0.25534685706039906,3304405.258365328
2025-03-29,Abuja,Product A,Salesperson 4,Corporate,136,15000,0.061,1915560.0,1148284.5427986872,767275.4572013128,0.40054890329789344,1910592.0034525776
2025-03-30,Lagos,Product A,Salesperson 3,SME,332,15000,0.066,4651320.0,3201266.3993352577,1450053.6006647423,0.3117509869595604,4796908.8744943775
2025-03-30,Kano,Product B,Salesperson 4,SME,63,22000,0.061,1301454.0,853698.5693399899,447755.4306600101,0.3440424560991092,1355616.1575546546
2025-03-30,Ibadan,Product B,Salesperson 1,SME,464,22000,0.037,9830304.0,5566905.983359914,4263398.016640086,0.43369950884937897,9035836.947793834
2025-03-31,Port Harcourt,Product D,Salesperson 3,SME,413,45000,0.076,17172540.0,11415201.006636586,5757338.993363414,0.33526426453881686,16523174.422528995
2025-03-31,Ibadan,Product E,Salesperson 4,Retail,245,60000,0.051,13950300.0,8910721.659475489,5039578.340524511,0.36125232722769485,15343860.489704043
2025-03-31,Ibadan,Product D,Salesperson 4,Retail,324,45000,0.109,12990780.0,8602645.46080352,4388134.53919648,0.3377883806204462,13020476.234301124
2025-03-31,Abuja,Product A,Salesperson 8,Corporate,89,15000,0.015,1314975.0,926331.1349192581,388643.86508074193,0.2955522843253613,1348910.6733685276
2025-04-01,Ibadan,Product C,Salesperson 7,Corporate,275,30000,0.08,7590000.0,5907637.904719326,1682362.0952806743,0.22165508501721665,7311533.076368876
2025-04-02,Kano,Product D,Salesperson 7,Retail,324,45000,0.097,13165740.0,8871449.031701665,4294290.968298335,0.3261716370138203,13687052.212931342
2025-04-02,Ibadan,Product B,Salesperson 7,Corporate,82,22000,0.002,1800392.0,1131120.121837287,669271.878162713,0.3717367540861729,1661349.7129686815
2025-04-02,Abuja,Product C,Salesperson 7,Corporate,165,30000,0.115,4380750.0,2607857.561573477,1772892.438426523,0.4047006650519941,4915960.700167125
2025-04-02,Port Harcourt,Product D,Salesperson 1,SME,266,45000,0.009,11862270.0,7754458.9017047705,4107811.0982952295,0.34629215978857586,11353173.508248933
2025-04-03,Ibadan,Product B,Salesperson 5,Corporate,73,22000,0.1,1445400.0,904258.9738589199,541141.0261410801,0.3743884226795905,1407331.3811216345
2025-04-03,Ibadan,Product D,Salesperson 8,Corporate,443,45000,0.003,19875195.0,15262555.052084962,4612639.947915038,0.23208023608900633,20065662.847556632
2025-04-04,Abuja,Product E,Salesperson 6,SME,200,60000,0.02,11760000.0,9072372.112176096,2687627.887823904,0.22853978637958366,12693257.285582066
2025-04-05,Port Harcourt,Product D,Salesperson 8,Retail,32,45000,0.059,1355040.0,937009.3825014769,418030.6174985231,0.3085005737827098,1423139.5262580686
2025-04-05,Abuja,Product E,Salesperson 7,SME,164,60000,0.05,9348000.0,5284915.717939322,4063084.282060678,0.43464744138432587,9637876.03448055
2025-04-05,Abuja,Product E,Salesperson 8,Retail,338,60000,0.084,18576480.0,13871872.701488426,4704607.298511574,0.25325612271601367,17717422.614798445
2025-04-05,Kano,Product E,Salesperson 2,Corporate,480,60000,0.028,27993600.0,16328203.482662797,11665396.517337203,0.41671655368860033,29734430.565557
2025-04-06,Abuja,Product A,Salesperson 6,SME,313,15000,0.035,4530675.0,2501501.495716306,2029173.504283694,0.4478744346667316,4847048.258154871
2025-04-06,Port Harcourt,Product D,Salesperson 8,SME,164,45000,0.122,6479640.0,3714366.1334317625,2765273.8665682375,0.4267635033070105,5863914.6125253895
2025-04-06,Port Harcourt,Product E,Salesperson 3,SME,95,60000,0.002,5688600.0,3244032.864750001,2444567.135249999,0.42973088901487166,6124866.2455995185
2025-04-06,Ibadan,Product B,Salesperson 2,SME,223,22000,0.054,4641076.0,3107857.416392732,1533218.583607268,0.33035843058964515,4304166.595492285
2025-04-07,Ibadan,Product B,Salesperson 8,Retail,173,22000,0.011,3764134.0,2186964.6038166154,1577169.3961833846,0.4189992694689893,4182354.0677481606
2025-04-08,Port Harcourt,Product A,Salesperson 6,SME,354,15000,0.02,5203800.0,3895682.8620551624,1308117.1379448376,0.2513772892779964,5793109.494509757
2025-04-08,Kano,Product B,Salesperson 5,Retail,207,22000,0.096,4116816.0,2363179.8032459724,1753636.1967540276,0.425969049079198,4386133.019190725
2025-04-08,Abuja,Product C,Salesperson 4,SME,235,30000,0.029,6845550.0,4601620.346790288,2243929.6532097124,0.3277939176851695,6227199.953999379
2025-04-09,Ibadan,Product D,Salesperson 8,Retail,314,45000,0.086,12914820.0,7581683.894541077,5333136.105458923,0.41294699465102286,14058693.140082467
2025-04-09,Kano,Product E,Salesperson 7,Corporate,134,60000,0.01,7959600.0,4741938.602243247,3217661.3977567526,0.4042491328404383,7486460.623524919
2025-04-09,Ibadan,Product C,Salesperson 7,Retail,472,30000,0.081,13013040.0,9081171.824444791,3931868.1755552087,0.30214832011238024,14125025.33365936
2025-04-09,Port Harcourt,Product E,Salesperson 2,Corporate,151,60000,0.037,8724780.0,5990018.038425175,2734761.9615748255,0.31344766992116996,9543144.23003002
2025-04-09,Lagos,Product A,Salesperson 2,Corporate,290,15000,0.004,4332600.0,2792900.1706774402,1539699.8293225598,0.355375485695093,3995342.806600008
2025-04-09,Lagos,Product E,Salesperson 4,Corporate,318,60000,0.061,17916120.0,13946403.367067602,3969716.6329323985,0.2215723400452999,19279642.533306304
2025-04-09,Kano,Product B,Salesperson 6,SME,247,22000,0.116,4803656.0,2850844.821004849,1952811.178995151,0.4065260249683056,5433028.373467161
2025-04-09,Ibadan,Product C,Salesperson 6,Corporate,367,30000,0.093,9986070.0,6151213.2196796695,3834856.7803203305,0.3840206187539573,10574233.250719374
2025-04-09,Port Harcourt,Product D,Salesperson 1,SME,489,45000,0.024,21476880.0,12422692.856938468,9054187.143061532,0.4215783271621172,24613390.183756463
2025-04-09,Port Harcourt,Product B,Salesperson 2,Corporate,161,22000,0.104,3173632.0,2411625.0896412744,762006.9103587256,0.24010562987729062,3077402.4913027086
2025-04-10,Kano,Product D,Salesperson 8,SME,413,45000,0.012,18361980.0,11944794.040987864,6417185.959012136,0.3494822431465526,18898318.59810138
2025-04-10,Abuja,Product C,Salesperson 1,Retail,359,30000,0.145,9208350.0,5600119.243048289,3608230.756951711,0.39184335488461136,9640380.577533448
